"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"18:11:37,4778659","pacman.exe","25220","RegCloseKey","HKLM\System\CurrentControlSet\Control\Lsa","SUCCESS",""
"18:11:37,4778727","pacman.exe","25220","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Policies\Microsoft\Cryptography\Configuration","REPARSE","Desired Access: Query Value"
"18:11:37,4778792","pacman.exe","25220","RegOpenKey","HKLM\System\CurrentControlSet\Policies\Microsoft\Cryptography\Configuration","NAME NOT FOUND","Desired Access: Query Value"
"18:11:37,4779673","pacman.exe","25220","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"18:11:37,4779794","pacman.exe","25220","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"18:11:37,4779874","pacman.exe","25220","RegOpenKey","HKLM\SOFTWARE\Microsoft\OLE","SUCCESS","Desired Access: Read"
"18:11:37,4779982","pacman.exe","25220","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\PageAllocatorUseSystemHeap","NAME NOT FOUND","Length: 144"
"18:11:37,4780155","pacman.exe","25220","RegCloseKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS",""
"18:11:37,4780248","pacman.exe","25220","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"18:11:37,4780335","pacman.exe","25220","RegOpenKey","HKLM\SOFTWARE\Microsoft\OLE","SUCCESS","Desired Access: Read"
"18:11:37,4780440","pacman.exe","25220","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\PageAllocatorSystemHeapIsPrivate","NAME NOT FOUND","Length: 144"
"18:11:37,4780511","pacman.exe","25220","RegCloseKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS",""
"18:11:37,4780567","pacman.exe","25220","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"18:11:37,4780625","pacman.exe","25220","RegOpenKey","HKLM\SOFTWARE\Microsoft\OLE","SUCCESS","Desired Access: Read"
"18:11:37,4780693","pacman.exe","25220","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\AggressiveMTATesting","NAME NOT FOUND","Length: 144"
"18:11:37,4780755","pacman.exe","25220","RegCloseKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS",""
"18:11:37,4781167","pacman.exe","25220","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"18:11:37,4781231","pacman.exe","25220","RegOpenKey","HKLM","SUCCESS","Desired Access: Read"
"18:11:37,4781309","pacman.exe","25220","RegSetInfoKey","HKLM","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"18:11:37,4781432","pacman.exe","25220","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"18:11:37,4781494","pacman.exe","25220","RegOpenKey","HKLM\Software\Microsoft\Ole\FeatureDevelopmentProperties","NAME NOT FOUND","Desired Access: Read"
"18:11:37,4781599","pacman.exe","25220","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"18:11:37,4781655","pacman.exe","25220","RegOpenKey","HKLM\Software\Microsoft\Ole\FeatureDevelopmentProperties","NAME NOT FOUND","Desired Access: Read"
"18:11:37,4781754","pacman.exe","25220","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"18:11:37,4781813","pacman.exe","25220","RegOpenKey","HKLM\Software\Microsoft\Ole","SUCCESS","Desired Access: Read"
"18:11:37,4782437","pacman.exe","25220","RegOpenKey","HKCU","SUCCESS","Desired Access: Read"
"18:11:37,4782545","pacman.exe","25220","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"18:11:37,4782604","pacman.exe","25220","RegOpenKey","HKCU\Software\Classes\Local Settings","REPARSE","Desired Access: Read"
"18:11:37,4782691","pacman.exe","25220","RegOpenKey","HKCU\Software\Classes\Local Settings","SUCCESS","Desired Access: Read"
"18:11:37,4782771","pacman.exe","25220","RegSetInfoKey","HKCU\Software\Classes\Local Settings","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"18:11:37,4782833","pacman.exe","25220","RegCloseKey","HKCU","SUCCESS",""
"18:11:37,4782904","pacman.exe","25220","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"18:11:37,4782963","pacman.exe","25220","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Ole\FeatureDevelopmentProperties","NAME NOT FOUND","Desired Access: Read"
"18:11:37,4783046","pacman.exe","25220","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"18:11:37,4783099","pacman.exe","25220","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Ole\FeatureDevelopmentProperties","NAME NOT FOUND","Desired Access: Read"
"18:11:37,4783161","pacman.exe","25220","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"18:11:37,4783216","pacman.exe","25220","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Ole","NAME NOT FOUND","Desired Access: Read"
"18:11:37,4783275","pacman.exe","25220","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"18:11:37,4783331","pacman.exe","25220","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft","SUCCESS","Desired Access: Read"
"18:11:37,4783968","pacman.exe","25220","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"18:11:37,4784026","pacman.exe","25220","RegOpenKey","HKLM\Software\Microsoft\OLE\Tracing","NAME NOT FOUND","Desired Access: Read"
"18:11:37,4784407","pacman.exe","25220","QueryNameInformationFile","C:\Windows\System32\combase.dll","SUCCESS","Name: \Windows\System32\combase.dll"
"18:11:37,4784601","pacman.exe","25220","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\1aff6089-e863-4d36-bdfd-3581f07440be","NAME NOT FOUND","Length: 524"
"18:11:37,4784972","pacman.exe","25220","QueryNameInformationFile","C:\Windows\System32\combase.dll","SUCCESS","Name: \Windows\System32\combase.dll"
"18:11:37,4785152","pacman.exe","25220","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\f0558438-f56a-5987-47da-040ca75aef05","NAME NOT FOUND","Length: 524"
"18:11:37,4785405","pacman.exe","25220","QueryNameInformationFile","C:\Windows\System32\combase.dll","SUCCESS","Name: \Windows\System32\combase.dll"
"18:11:37,4787814","pacman.exe","25220","CreateFile","C:\Windows\System32\imm32.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,4788061","pacman.exe","25220","QueryBasicInformationFile","C:\Windows\System32\imm32.dll","SUCCESS","CreationTime: 29/09/2017 14:41:45, LastAccessTime: 29/09/2017 14:41:45, LastWriteTime: 29/09/2017 14:41:45, ChangeTime: 27/11/2017 06:15:10, FileAttributes: A"
"18:11:37,4788154","pacman.exe","25220","CloseFile","C:\Windows\System32\imm32.dll","SUCCESS",""
"18:11:37,4789864","pacman.exe","25220","CreateFile","C:\Windows\System32\imm32.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,4790062","pacman.exe","25220","QueryBasicInformationFile","C:\Windows\System32\imm32.dll","SUCCESS","CreationTime: 29/09/2017 14:41:45, LastAccessTime: 29/09/2017 14:41:45, LastWriteTime: 29/09/2017 14:41:45, ChangeTime: 27/11/2017 06:15:10, FileAttributes: A"
"18:11:37,4790136","pacman.exe","25220","CloseFile","C:\Windows\System32\imm32.dll","SUCCESS",""
"18:11:37,4790358","pacman.exe","25220","RegOpenKey","HKLM\System\CurrentControlSet\Control\Error Message Instrument\","REPARSE","Desired Access: Read"
"18:11:37,4790448","pacman.exe","25220","RegOpenKey","HKLM\System\CurrentControlSet\Control\Error Message Instrument","NAME NOT FOUND","Desired Access: Read"
"18:11:37,4790702","pacman.exe","25220","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\f25bcd2e-2690-55dc-3bc4-07b65b1b41c9","NAME NOT FOUND","Length: 524"
"18:11:37,4790992","pacman.exe","25220","QueryNameInformationFile","C:\Windows\System32\user32.dll","SUCCESS","Name: \Windows\System32\user32.dll"
"18:11:37,4791125","pacman.exe","25220","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"18:11:37,4791258","pacman.exe","25220","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"18:11:37,4791406","pacman.exe","25220","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\pacman.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"18:11:37,4791527","pacman.exe","25220","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"18:11:37,4791706","pacman.exe","25220","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","Desired Access: Read"
"18:11:37,4791796","pacman.exe","25220","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize\DisableMetaFiles","NAME NOT FOUND","Length: 20"
"18:11:37,4791870","pacman.exe","25220","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS",""
"18:11:37,4792779","pacman.exe","25220","RegOpenKey","HKCU\Control Panel\Desktop","SUCCESS","Desired Access: Read"
"18:11:37,4792912","pacman.exe","25220","RegQueryValue","HKCU\Control Panel\Desktop\EnablePerProcessSystemDPI","NAME NOT FOUND","Length: 520"
"18:11:37,4793027","pacman.exe","25220","RegCloseKey","HKCU\Control Panel\Desktop","SUCCESS",""
"18:11:37,4793453","pacman.exe","25220","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Compatibility32","SUCCESS","Desired Access: Read"
"18:11:37,4793580","pacman.exe","25220","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Compatibility32\pacman","NAME NOT FOUND","Length: 172"
"18:11:37,4793707","pacman.exe","25220","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Compatibility32","SUCCESS",""
"18:11:37,4793790","pacman.exe","25220","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\IME Compatibility","NAME NOT FOUND","Desired Access: Read"
"18:11:37,4795979","pacman.exe","25220","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"18:11:37,4796075","pacman.exe","25220","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Windows","SUCCESS","Desired Access: Read"
"18:11:37,4796196","pacman.exe","25220","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Windows\LoadAppInit_DLLs","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"18:11:37,4796292","pacman.exe","25220","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Windows","SUCCESS",""
"18:11:37,4796415","pacman.exe","25220","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\pacman.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"18:11:37,4799396","pacman.exe","25220","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"18:11:37,4799507","pacman.exe","25220","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"18:11:37,4799621","pacman.exe","25220","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\it-IT","NAME NOT FOUND","Length: 532"
"18:11:37,4799692","pacman.exe","25220","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"18:11:37,4799754","pacman.exe","25220","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"18:11:37,4799816","pacman.exe","25220","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
"18:11:37,4799884","pacman.exe","25220","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\it-IT","NAME NOT FOUND","Length: 532"
"18:11:37,4799940","pacman.exe","25220","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"18:11:37,4800073","pacman.exe","25220","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\000602xx","SUCCESS","Type: REG_SZ, Length: 26, Data: kernel32.dll"
"18:11:37,4800929","pacman.exe","25220","CreateFile","C:\Windows\Globalization\Sorting\SortDefault.nls","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,4801297","pacman.exe","25220","CreateFileMapping","C:\Windows\Globalization\Sorting\SortDefault.nls","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ"
"18:11:37,4801421","pacman.exe","25220","QueryStandardInformationFile","C:\Windows\Globalization\Sorting\SortDefault.nls","SUCCESS","AllocationSize: 3.371.008, EndOfFile: 3.368.788, NumberOfLinks: 2, DeletePending: False, Directory: False"
"18:11:37,4801569","pacman.exe","25220","CreateFileMapping","C:\Windows\Globalization\Sorting\SortDefault.nls","SUCCESS","SyncType: SyncTypeOther"
"18:11:37,4801752","pacman.exe","25220","CloseFile","C:\Windows\Globalization\Sorting\SortDefault.nls","SUCCESS",""
"18:11:37,4802138","pacman.exe","25220","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Ids","REPARSE","Desired Access: Read"
"18:11:37,4802218","pacman.exe","25220","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Ids","SUCCESS","Desired Access: Read"
"18:11:37,4802330","pacman.exe","25220","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Ids\it-IT","NAME NOT FOUND","Length: 90"
"18:11:37,4802413","pacman.exe","25220","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Ids\it","NAME NOT FOUND","Length: 90"
"18:11:37,4817588","pacman.exe","25220","CreateFile","C:\msys64\etc\fstab","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,4817990","pacman.exe","25220","ReadFile","C:\msys64\etc\fstab","SUCCESS","Offset: 0, Length: 227, Priority: Normal"
"18:11:37,4818361","pacman.exe","25220","ReadFile","C:\msys64\etc\fstab","END OF FILE","Offset: 227, Length: 32.766"
"18:11:37,4818444","pacman.exe","25220","CloseFile","C:\msys64\etc\fstab","SUCCESS",""
"18:11:37,4819267","pacman.exe","25220","CreateFile","C:\msys64\etc\nsswitch.conf","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,4820358","pacman.exe","25220","ReadFile","C:\msys64\etc\nsswitch.conf","SUCCESS","Offset: 0, Length: 177, Priority: Normal"
"18:11:37,4821230","pacman.exe","25220","ReadFile","C:\msys64\etc\nsswitch.conf","END OF FILE","Offset: 177, Length: 32.766"
"18:11:37,4821323","pacman.exe","25220","CloseFile","C:\msys64\etc\nsswitch.conf","SUCCESS",""
"18:11:37,4822868","pacman.exe","25220","CreateFile","C:\msys64\etc\passwd","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"18:11:37,4823614","pacman.exe","25220","Load Image","C:\Windows\System32\advapi32.dll","SUCCESS","Image Base: 0x7ffd92630000, Image Size: 0xa1000"
"18:11:37,4824448","pacman.exe","25220","Load Image","C:\Windows\System32\msvcrt.dll","SUCCESS","Image Base: 0x7ffd92850000, Image Size: 0x9d000"
"18:11:37,4825262","pacman.exe","25220","Load Image","C:\Windows\System32\sechost.dll","SUCCESS","Image Base: 0x7ffd92000000, Image Size: 0x5b000"
"18:11:37,4829268","pacman.exe","25220","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"18:11:37,4829457","pacman.exe","25220","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"18:11:37,4829559","pacman.exe","25220","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"18:11:37,4829661","pacman.exe","25220","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"18:11:37,4830988","pacman.exe","25220","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"18:11:37,4831090","pacman.exe","25220","RegOpenKey","HKLM\Software\Microsoft\Rpc","SUCCESS","Desired Access: Read"
"18:11:37,4831241","pacman.exe","25220","RegQueryValue","HKLM\SOFTWARE\Microsoft\Rpc\MaxRpcSize","NAME NOT FOUND","Length: 144"
"18:11:37,4831337","pacman.exe","25220","RegCloseKey","HKLM\SOFTWARE\Microsoft\Rpc","SUCCESS",""
"18:11:37,4831634","pacman.exe","25220","RegOpenKey","HKLM\System\CurrentControlSet\Control\ComputerName\ActiveComputerName","REPARSE","Desired Access: Read"
"18:11:37,4831702","pacman.exe","25220","RegOpenKey","HKLM\System\CurrentControlSet\Control\ComputerName\ActiveComputerName","SUCCESS","Desired Access: Read"
"18:11:37,4831782","pacman.exe","25220","RegQueryValue","HKLM\System\CurrentControlSet\Control\ComputerName\ActiveComputerName\ComputerName","SUCCESS","Type: REG_SZ, Length: 20, Data: RESIDUATO"
"18:11:37,4831853","pacman.exe","25220","RegCloseKey","HKLM\System\CurrentControlSet\Control\ComputerName\ActiveComputerName","SUCCESS",""
"18:11:37,4831909","pacman.exe","25220","RegOpenKey","HKLM\System\Setup","SUCCESS","Desired Access: Read"
"18:11:37,4831977","pacman.exe","25220","RegQueryValue","HKLM\SYSTEM\Setup\OOBEInProgress","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"18:11:37,4832045","pacman.exe","25220","RegCloseKey","HKLM\SYSTEM\Setup","SUCCESS",""
"18:11:37,4832101","pacman.exe","25220","RegOpenKey","HKLM\System\Setup","SUCCESS","Desired Access: Read"
"18:11:37,4832190","pacman.exe","25220","RegQueryValue","HKLM\SYSTEM\Setup\SystemSetupInProgress","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"18:11:37,4832255","pacman.exe","25220","RegCloseKey","HKLM\SYSTEM\Setup","SUCCESS",""
"18:11:37,4832329","pacman.exe","25220","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\pacman.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"18:11:37,4832781","pacman.exe","25220","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"18:11:37,4832843","pacman.exe","25220","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows NT\Rpc","NAME NOT FOUND","Desired Access: Read"
"18:11:37,4833214","pacman.exe","25220","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"18:11:37,4833288","pacman.exe","25220","RegOpenKey","HKLM\Software\Microsoft\Rpc","SUCCESS","Desired Access: Query Value"
"18:11:37,4833374","pacman.exe","25220","RegQueryValue","HKLM\SOFTWARE\Microsoft\Rpc\IdleTimerWindow","NAME NOT FOUND","Length: 144"
"18:11:37,4833433","pacman.exe","25220","RegCloseKey","HKLM\SOFTWARE\Microsoft\Rpc","SUCCESS",""
"18:11:37,4838207","pacman.exe","25220","RegOpenKey","HKLM","SUCCESS","Desired Access: Read"
"18:11:37,4838318","pacman.exe","25220","RegCreateKey","HKLM\SOFTWARE","SUCCESS","Desired Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"18:11:37,4838497","pacman.exe","25220","RegCloseKey","HKLM","SUCCESS",""
"18:11:37,4838559","pacman.exe","25220","RegCreateKey","HKLM\SOFTWARE\Microsoft","SUCCESS","Desired Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"18:11:37,4838680","pacman.exe","25220","RegCloseKey","HKLM\SOFTWARE","SUCCESS",""
"18:11:37,4838729","pacman.exe","25220","RegCreateKey","HKLM\SOFTWARE\Microsoft\ServicesForNFS","SUCCESS","Desired Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
